tconst	averageRating	numVotes
tt0017970	6.2	8
tt0017973	4.9	8
tt0017976	5.6	12
tt0017979	5.8	41
tt0017990	6.5	10
tt0017995	5.9	24
tt0017998	7.1	228
tt0018007	7.0	10
tt0018008	5.8	10
tt0018011	7.0	10
tt0018012	6.3	12
tt0018013	5.7	25
tt0018014	6.6	206
tt0018016	6.4	175
tt0018017	6.7	11
tt0018022	6.6	5
tt0018024	5.4	10
tt0018028	2.6	12
tt0018030	5.0	6
tt0018032	5.8	12
tt0018033	7.3	2852
tt0018037	6.5	8504
tt0018038	5.6	24
tt0018043	5.7	7
tt0018044	5.3	6
tt0018045	6.8	252
tt0018046	5.9	10
tt0018049	6.8	9
tt0018051	7.6	3632
tt0018054	7.3	1806
tt0018055	5.7	12
tt0018056	5.0	8
tt0018060	6.9	7
tt0018061	5.7	34
tt0018062	6.7	20
tt0018064	7.1	45
tt0018066	7.3	1405
tt0018074	4.4	16
tt0018080	5.8	37
tt0018081	7.2	11
tt0018083	6.8	863
tt0018087	7.3	632
tt0018089	4.4	5
tt0018092	6.6	12
tt0018097	6.8	1142
tt0018099	5.6	10
tt0018102	6.4	418
tt0018105	6.0	21
tt0018106	6.5	467
tt0018107	7.0	874
tt0018113	6.2	752
tt0018118	6.8	33
tt0018119	6.7	226
tt0018124	6.6	17
tt0018127	7.1	8
tt0018128	6.5	8
tt0018129	4.8	25
tt0018137	7.1	7
tt0018138	5.9	346
tt0018142	6.1	7
tt0018143	6.5	14
tt0018150	6.0	210
tt0018153	5.6	9
tt0018156	5.0	11
tt0018159	6.0	23
tt0018160	7.0	5
tt0018164	6.1	8
tt0018166	6.7	377
tt0018170	7.0	27
tt0018172	7.8	30
tt0018173	6.6	7
tt0018178	7.2	18
tt0018179	6.4	523
tt0018183	7.4	759
tt0018184	7.3	17
tt0018187	7.3	69
tt0018190	7.3	178
tt0018192	8.1	6519
tt0018194	4.8	11
tt0018196	6.1	7
tt0018197	6.7	40
tt0018199	6.6	89
tt0018203	7.1	42
tt0018204	6.5	48
tt0018207	6.5	55
tt0018208	6.7	78
tt0018210	6.3	23
tt0018211	7.5	26
tt0018212	5.9	162
tt0018213	5.9	190
tt0018214	6.8	9
tt0018217	7.4	6605
tt0018218	6.4	284
tt0018226	6.6	7
tt0018233	7.0	20
tt0018235	6.8	115
tt0018236	6.7	10
tt0018243	6.0	21
tt0018245	5.5	126
tt0018246	6.6	261
tt0018247	6.3	105
tt0018251	6.0	9
tt0018253	5.9	448
tt0018258	6.3	12
tt0018259	6.8	10
tt0018260	4.3	7
tt0018262	7.2	11
tt0018264	4.5	11
tt0018266	6.9	12
tt0018268	6.4	97
tt0018269	6.4	20
tt0018272	6.6	10
tt0018278	5.9	57
tt0018285	5.9	7
tt0018290	5.8	53
tt0018294	6.7	722
tt0018295	6.7	27
tt0018296	5.0	6
tt0018297	6.5	725
tt0018299	7.1	25
tt0018301	7.0	8
tt0018311	6.6	1333
tt0018312	6.7	21
tt0018313	6.7	10
tt0018318	6.2	9
tt0018319	6.2	43
tt0018320	4.4	13
tt0018324	6.7	6
tt0018325	5.0	9
tt0018328	6.2	2986
tt0018329	5.4	7
tt0018332	7.1	18
tt0018336	6.9	9
tt0018343	6.2	6
tt0018345	6.9	15
tt0018346	3.4	19
tt0018348	6.0	8
tt0018350	7.1	52
tt0018351	7.1	171
tt0018356	6.8	455
tt0018362	6.2	266
tt0018368	6.9	619
tt0018371	7.3	207
tt0018372	6.4	17
tt0018375	5.9	30
tt0018377	8.0	6
tt0018378	7.0	9
tt0018379	7.7	2972
tt0018381	7.0	20
tt0018382	7.1	12
tt0018383	7.0	8
tt0018386	5.8	12
tt0018388	8.0	5
tt0018389	5.6	135
tt0018392	7.1	339
tt0018393	4.6	12
tt0018394	6.8	78
tt0018396	6.2	63
tt0018397	6.9	493
tt0018398	6.0	10
tt0018399	1.7	9
tt0018400	6.0	8
tt0018404	4.6	8
tt0018406	5.6	12
tt0018410	7.0	82
tt0018413	4.0	480
tt0018419	5.4	49
tt0018423	4.3	11
tt0018426	5.9	9
tt0018429	5.9	44
tt0018433	6.4	38
tt0018435	7.2	6
tt0018438	6.1	8
tt0018440	6.0	842
tt0018443	7.2	12
tt0018446	7.0	89
tt0018451	7.6	1286
tt0018452	6.3	499
tt0018453	6.5	96
tt0018455	8.1	45022
tt0018457	6.1	36
tt0018460	5.8	14
tt0018464	5.5	124
tt0018465	2.6	90
tt0018470	5.6	9
tt0018471	6.9	1410
tt0018475	6.4	9
tt0018477	6.6	5
tt0018478	6.2	42
tt0018479	4.5	13
tt0018480	4.5	8
tt0018484	6.8	98
tt0018486	1.0	9
tt0018487	5.8	460
tt0018489	5.9	15
tt0018500	7.2	167
tt0018501	6.2	26
tt0018503	6.2	25
tt0018505	7.5	991
tt0018507	6.2	33
tt0018508	6.3	55
tt0018509	6.2	285
tt0018512	6.0	9
tt0018513	5.3	547
tt0018515	6.7	844
tt0018516	5.8	14
tt0018519	6.2	25
tt0018523	6.8	742
tt0018524	6.7	363
tt0018525	2.5	93
tt0018526	7.6	2402
tt0018528	7.8	6773
tt0018530	6.2	241
tt0018531	6.8	12
tt0018533	6.6	42
tt0018537	6.6	17
tt0018540	4.3	7
tt0018543	7.3	23
tt0018548	6.8	12
tt0018549	5.0	9
tt0018552	7.2	69
tt0018554	7.6	5
tt0018561	8.3	10
tt0018565	6.6	8
tt0018566	6.8	280
tt0018571	6.8	69
tt0018573	6.0	408
tt0018575	6.2	8
tt0018576	5.0	6
tt0018578	7.5	10678
tt0018579	3.3	102
tt0018583	6.3	514
tt0018584	7.1	32
tt0018588	6.8	193
tt0018594	7.1	7
tt0018595	6.4	8
tt0018600	6.3	103
tt0018601	7.0	79
tt0018606	7.1	34
tt0018607	6.6	59
tt0018608	1.0	8
tt0018611	5.8	11
tt0018613	5.7	21
tt0018615	7.0	284
tt0018617	5.1	19
tt0018618	6.0	908
tt0018619	5.8	13
tt0018620	6.7	9
tt0018621	7.0	31
tt0018622	7.5	11
tt0018624	4.7	13
tt0018625	6.2	9
tt0018628	5.9	73
tt0018630	4.6	8
tt0018631	3.7	7
tt0018633	7.8	59
tt0018634	5.5	11
tt0018638	7.7	19
tt0018639	5.4	12
tt0018640	7.4	12
tt0018642	6.1	17
tt0018646	8.0	20
tt0018647	6.3	16
tt0018652	5.9	43
tt0018654	5.8	42
tt0018656	5.5	8
tt0018660	6.3	66
tt0018666	6.2	37
tt0018671	5.2	13
tt0018673	7.6	61
tt0018674	7.1	68
tt0018675	6.4	490
tt0018678	6.5	386
tt0018679	6.0	10
tt0018681	6.3	42
tt0018684	7.5	911
tt0018686	6.6	42
tt0018688	6.7	51
tt0018689	6.2	63
tt0018692	4.3	11
tt0018696	7.4	8
tt0018697	7.6	32
tt0018698	5.6	18
tt0018699	3.3	9
tt0018700	7.1	9
tt0018709	5.0	8
tt0018710	6.5	38
tt0018712	6.9	37
tt0018713	6.9	8
tt0018714	5.7	21
tt0018715	6.4	8
tt0018716	6.0	9
tt0018718	6.1	10
tt0018721	5.8	175
tt0018722	4.8	132
tt0018725	7.0	8
tt0018727	5.9	7
tt0018728	6.9	400
tt0018729	7.7	19
tt0018733	6.9	46
tt0018737	7.9	9290
tt0018738	7.0	7
tt0018739	6.4	95
tt0018740	5.8	12
tt0018742	8.1	9626
tt0018743	6.0	26
tt0018744	5.5	117
tt0018746	4.3	11
tt0018748	5.5	22
tt0018749	6.2	802
tt0018750	6.2	31
tt0018751	7.3	10
tt0018752	5.5	13
tt0018753	7.7	6
tt0018756	5.6	1874
tt0018758	6.1	8
tt0018761	6.1	79
tt0018770	7.3	3222
tt0018771	7.4	21
tt0018772	4.0	7
tt0018773	8.2	24322
tt0018791	7.8	58
tt0018792	6.6	20
tt0018795	6.5	606
tt0018797	6.1	13
tt0018804	7.7	9
tt0018806	8.1	7084
tt0018808	5.2	26
tt0018811	6.9	31
tt0018813	6.7	12
tt0018816	6.7	20
tt0018817	7.9	16
tt0018818	6.3	11
tt0018821	4.4	8
tt0018822	5.6	8
tt0018825	7.7	23
tt0018826	6.8	146
tt0018829	6.7	9
tt0018831	5.2	9
tt0018835	6.0	8
tt0018836	6.7	334
tt0018839	7.5	3716
tt0018841	7.3	534
tt0018844	7.2	50
tt0018846	6.7	69
tt0018848	6.6	5
tt0018850	2.4	90
tt0018851	6.9	38
tt0018853	6.0	8
tt0018854	5.6	50
tt0018856	6.6	10
tt0018859	6.4	10
tt0018860	6.4	599
tt0018862	6.9	116
tt0018867	5.3	20
tt0018869	6.5	16
tt0018870	7.7	11
tt0018873	6.8	1150
tt0018876	5.9	2336
tt0018879	5.9	147
tt0018880	5.3	11
tt0018881	6.4	33
tt0018882	7.0	144
tt0018885	5.5	36
tt0018888	7.1	11
tt0018890	7.4	1035
tt0018891	7.3	46
tt0018892	5.6	19
tt0018893	8.5	42
tt0018896	7.6	17
tt0018903	6.8	9
tt0018906	7.3	19
tt0018907	6.3	128
tt0018908	6.9	257
tt0018909	7.1	595
tt0018910	3.5	279
tt0018913	5.3	146
tt0018914	6.8	6
tt0018920	5.7	72
tt0018925	6.6	758
tt0018926	7.0	8
tt0018927	6.8	327
tt0018930	7.4	9
tt0018935	6.7	223
tt0018936	7.2	9
tt0018937	6.6	604
tt0018945	6.5	32
tt0018958	7.2	8
tt0018960	5.2	9
tt0018962	5.2	10
tt0018963	6.2	5
tt0018966	7.0	10
tt0018967	5.5	8
tt0018968	4.7	7
tt0018970	6.8	653
tt0018971	6.6	27
tt0018972	6.6	384
tt0018973	7.2	6
tt0018974	6.1	11
tt0018975	6.4	11
tt0018976	7.0	11
tt0018979	2.5	12
tt0018987	5.7	15
tt0018990	7.0	151
tt0018993	7.5	39
tt0018996	6.1	110
tt0018998	6.4	15
tt0018999	6.8	6
tt0019005	5.8	49
tt0019009	6.1	7
tt0019010	5.9	8
tt0019013	5.9	11
tt0019014	4.0	20
tt0019022	5.9	8
tt0019023	5.6	7
tt0019026	6.8	22
tt0019033	5.8	40
tt0019034	6.8	6
tt0019035	7.0	81
tt0019043	7.1	291
tt0019045	6.4	16
tt0019049	7.1	9
tt0019050	7.1	32
tt0019051	6.6	17
tt0019053	5.8	8
tt0019056	7.3	9
tt0019057	6.5	26
tt0019060	7.3	39
tt0019061	6.6	48
tt0019062	7.6	21
tt0019064	7.2	24
tt0019067	6.9	391
tt0019070	6.7	12
tt0019071	8.0	3139
tt0019072	7.4	8
tt0019074	7.6	1649
tt0019077	2.2	85
tt0019079	6.8	844
tt0019080	6.3	34
tt0019083	5.7	6
tt0019084	5.3	11
tt0019085	6.7	19
tt0019096	5.7	700
tt0019098	6.0	604
tt0019101	5.5	8
tt0019102	6.8	8
tt0019103	7.3	9
tt0019109	7.8	1938
tt0019110	7.0	13
tt0019117	5.7	37
tt0019127	6.8	167
tt0019130	7.7	5419
tt0019131	6.5	15
tt0019132	5.1	13
tt0019136	7.3	18
tt0019137	6.8	5
tt0019141	6.7	7
tt0019144	6.5	12
tt0019146	7.0	10
tt0019150	7.6	26
tt0019151	6.9	466
tt0019152	6.8	335
tt0019154	6.5	11
tt0019155	6.8	18
tt0019159	7.0	35
tt0019163	6.2	20
tt0019165	6.1	13
tt0019172	7.4	11
tt0019175	7.4	19
tt0019179	5.3	10
tt0019182	5.4	113
tt0019183	5.9	62
tt0019184	8.2	6
tt0019186	6.5	160
tt0019193	7.3	10
tt0019194	6.6	19
tt0019195	7.3	1136
tt0019198	6.8	8
tt0019200	4.1	60
tt0019203	3.2	13
tt0019205	5.8	9
tt0019209	5.9	17
tt0019211	5.9	47
tt0019217	7.1	44
tt0019219	6.1	14
tt0019220	5.5	25
tt0019221	6.5	19
tt0019225	6.9	249
tt0019226	7.1	17
tt0019227	6.4	208
tt0019228	7.1	7
tt0019229	6.4	14
tt0019231	5.7	9
tt0019233	6.2	8
tt0019236	6.9	7
tt0019237	6.8	1468
tt0019241	5.5	146
tt0019242	6.9	17
tt0019245	6.9	14
tt0019248	6.5	25
tt0019249	6.4	13
tt0019250	6.3	34
tt0019252	2.3	27
tt0019253	6.7	269
tt0019254	8.1	43439
tt0019258	7.4	2306
tt0019260	7.1	11
tt0019264	4.9	7
tt0019265	6.9	12
tt0019267	7.2	1096
tt0019269	6.9	7
tt0019270	5.3	14
tt0019278	7.1	1686
tt0019282	5.8	10
tt0019283	5.3	51
tt0019286	7.1	1697
tt0019288	6.3	22
tt0019290	6.6	192
tt0019296	7.1	9
tt0019298	7.3	12
tt0019304	6.7	1039
tt0019305	7.1	42
tt0019307	5.9	10
tt0019308	6.8	11
tt0019309	5.2	9
tt0019312	6.9	92
tt0019313	6.5	46
tt0019317	5.5	12
tt0019318	7.1	10
tt0019321	6.5	6
tt0019325	6.0	162
tt0019328	5.7	163
tt0019332	7.0	35
tt0019335	2.8	93
tt0019337	5.8	122
tt0019339	7.3	20
tt0019344	7.2	2449
tt0019345	4.5	22
tt0019348	6.0	20
tt0019354	7.2	5
tt0019355	5.0	25
tt0019356	6.2	11
tt0019358	7.0	8
tt0019361	6.7	27
tt0019367	5.4	252
tt0019369	6.4	18
tt0019370	6.6	20
tt0019372	6.2	49
tt0019374	6.9	121
tt0019375	6.9	37
tt0019376	6.8	620
tt0019377	5.8	18
tt0019378	6.5	27
tt0019379	7.6	3413
tt0019380	6.9	14
tt0019381	7.2	46
tt0019385	6.8	23
tt0019388	6.3	199
tt0019391	7.2	13
tt0019395	5.1	7
tt0019397	5.7	167
tt0019398	6.2	56
tt0019399	5.8	18
tt0019400	6.2	971
tt0019401	5.5	50
tt0019403	7.7	561
tt0019404	5.2	17
tt0019411	6.0	9
tt0019412	7.7	3057
tt0019414	7.4	28
tt0019415	7.6	2963
tt0019419	6.6	28
tt0019421	7.9	12292
tt0019422	7.6	6753
tt0019429	7.4	2036
tt0019431	7.3	14
tt0019434	6.1	201
tt0019436	6.0	10
tt0019437	5.7	61
tt0019438	3.8	5
tt0019439	6.2	5
tt0019441	6.6	31
tt0019445	5.5	143
tt0019447	6.3	27
tt0019450	6.6	5
tt0019451	6.8	323
tt0019453	5.5	20
tt0019456	7.5	28
tt0019459	6.7	10
tt0019462	6.0	225
tt0019463	7.2	12
tt0019465	6.8	629
tt0019466	7.0	345
tt0019469	6.2	42
tt0019471	5.7	23
tt0019472	2.9	12
tt0019473	5.9	12
tt0019474	4.0	25
tt0019476	6.3	10
tt0019478	7.1	17
tt0019480	6.5	204
tt0019481	6.7	7
tt0019485	6.1	18
tt0019486	6.3	47
tt0019489	6.9	328
tt0019491	7.3	54
tt0019496	3.2	18
tt0019498	6.5	216
tt0019501	7.0	14
tt0019504	7.3	1226
tt0019505	1.7	11
tt0019507	7.6	17
tt0019509	7.3	400
tt0019511	6.8	32
tt0019514	7.2	72
tt0019515	7.3	9
tt0019516	5.2	17
tt0019521	7.0	11
tt0019525	8.5	6
tt0019526	7.2	6
tt0019527	5.8	9
tt0019532	6.6	341
tt0019538	6.6	27
tt0019540	2.9	11
tt0019543	6.2	31
tt0019544	7.0	43
tt0019546	6.7	12
tt0019547	6.0	20
tt0019548	7.4	8
tt0019552	6.8	25
tt0019553	6.5	123
tt0019554	6.9	46
tt0019556	7.0	823
tt0019557	6.1	371
tt0019558	7.5	1438
tt0019562	5.2	10
tt0019563	7.2	1485
tt0019567	7.2	17
tt0019571	6.3	143
tt0019574	6.9	731
tt0019575	5.6	17
tt0019582	5.1	10
tt0019585	8.1	5739
tt0019587	6.4	10
tt0019589	7.3	77
tt0019591	7.2	1337
tt0019594	6.6	5
tt0019596	5.5	36
tt0019598	5.8	14
tt0019599	6.2	12
tt0019600	6.6	65
tt0019601	6.1	9
tt0019603	7.4	17
tt0019607	6.7	960
tt0019608	5.8	9
tt0019609	6.9	115
tt0019610	7.5	14
tt0019611	7.1	778
tt0019612	7.3	7
tt0019616	6.9	359
tt0019617	6.0	7
tt0019620	4.7	11
tt0019623	6.9	15
tt0019624	7.2	18
tt0019625	6.0	19
tt0019629	7.1	182
tt0019630	5.9	627
tt0019634	6.7	7
tt0019639	3.6	14
tt0019640	7.0	715
tt0019644	7.0	1238
tt0019646	7.6	809
tt0019649	7.2	1624
tt0019651	5.8	51
tt0019655	7.4	1307
tt0019657	6.4	32
tt0019658	5.5	156
tt0019664	6.9	8
tt0019666	7.1	9
tt0019668	4.3	7
tt0019670	7.1	588
tt0019674	4.2	25
tt0019677	6.1	331
tt0019679	6.3	24
tt0019680	6.0	19
tt0019682	6.6	49
tt0019683	5.1	9
tt0019684	4.9	369
tt0019685	5.4	14
tt0019686	7.1	1089
tt0019687	5.7	19
tt0019688	7.7	2662
tt0019690	5.4	181
tt0019692	8.2	8
tt0019693	7.1	15
tt0019696	6.8	9
tt0019699	5.7	244
tt0019701	6.4	366
tt0019702	7.0	9101
tt0019704	6.4	74
tt0019706	6.2	20
tt0019708	6.9	28
tt0019709	5.3	9
tt0019711	6.6	22
tt0019714	5.6	407
tt0019715	7.1	167
tt0019716	6.9	147
tt0019717	7.0	8
tt0019722	7.0	45
tt0019723	7.3	144
tt0019724	7.1	15
tt0019725	6.2	336
tt0019726	6.4	116
tt0019729	5.7	6103
tt0019730	5.3	7
tt0019732	6.6	7
tt0019734	6.6	40
tt0019735	6.4	795
tt0019743	5.1	8
tt0019745	6.1	510
tt0019746	6.8	163
tt0019752	6.9	7
tt0019754	6.5	22
tt0019757	7.3	22
tt0019758	6.3	56
tt0019760	8.4	20856
tt0019765	6.3	67
tt0019766	7.1	33
tt0019767	5.7	6
tt0019774	7.0	21
tt0019775	5.0	6
tt0019776	6.0	50
tt0019777	7.0	6746
tt0019778	4.9	9
tt0019779	6.1	7
tt0019781	5.1	8
tt0019785	6.4	316
tt0019788	5.8	1937
tt0019791	8.2	6
tt0019796	6.4	357
tt0019797	5.2	84
tt0019798	6.5	250
tt0019800	6.0	107
tt0019801	5.3	24
tt0019802	6.5	93
tt0019803	6.8	6
tt0019804	5.9	8
tt0019805	5.2	15
tt0019806	6.9	23
tt0019810	5.7	47
tt0019811	6.5	1071
tt0019813	6.9	74
tt0019815	6.1	101
tt0019817	7.1	7
tt0019823	6.2	978
tt0019824	6.3	627
tt0019825	6.2	6
tt0019831	6.4	47
tt0019832	7.1	970
tt0019833	6.3	30
tt0019834	6.5	11
tt0019837	6.3	12
tt0019838	6.6	307
tt0019839	2.3	84
tt0019840	6.8	9
tt0019841	5.3	6
tt0019842	6.6	25
tt0019843	7.0	364
tt0019849	6.9	36
tt0019850	7.2	469
tt0019852	6.9	423
tt0019856	6.6	128
tt0019859	7.1	14
tt0019864	6.6	8
tt0019871	6.6	9
tt0019873	2.7	12
tt0019879	1.5	10
tt0019881	6.0	147
tt0019883	5.0	8
tt0019884	6.0	225
tt0019886	6.7	231
tt0019887	5.4	40
tt0019888	3.3	11
tt0019889	6.1	104
tt0019892	7.2	8
tt0019895	5.2	33
tt0019896	7.2	8
tt0019897	5.5	11
tt0019900	5.9	31
tt0019901	7.3	2810
tt0019907	5.5	14
tt0019908	6.7	7
tt0019909	6.9	128
tt0019917	4.6	14
tt0019918	6.5	27
tt0019920	7.0	59
tt0019923	5.7	9
tt0019924	6.4	7
tt0019927	8.7	6
tt0019929	5.2	113
tt0019931	7.2	39
tt0019932	4.6	14
tt0019933	5.9	597
tt0019935	7.2	670
tt0019936	6.7	136
tt0019938	6.9	19
tt0019939	6.4	65
tt0019943	6.6	30
tt0019945	5.2	112
tt0019946	6.1	668
tt0019947	7.8	6
tt0019949	6.6	264
tt0019952	6.9	27
tt0019954	5.8	12
tt0019957	5.8	108
tt0019958	7.1	32
tt0019959	6.8	1494
tt0019964	6.0	5
tt0019965	5.4	27
tt0019967	6.4	13
tt0019968	7.1	905
tt0019971	6.4	14
tt0019972	5.5	15
tt0019975	6.9	518
tt0019976	7.2	507
tt0019979	5.1	110
tt0019982	5.6	12
tt0019983	5.3	271
tt0019986	7.2	10
tt0019987	5.8	24
tt0019988	8.7	44
tt0019990	7.0	23
tt0019992	5.9	122
tt0019993	6.0	1790
tt0019996	6.4	51
tt0019997	6.8	8
tt0019999	7.2	955
tt0020001	5.8	5
tt0020004	6.6	273
tt0020005	4.5	17
tt0020006	7.1	7
tt0020007	6.9	77
tt0020008	7.0	8
tt0020009	5.9	11
tt0020010	5.1	7
tt0020011	6.1	104
tt0020014	5.9	115
tt0020015	7.3	7
tt0020016	7.2	19
tt0020018	5.5	850
tt0020025	7.1	174
tt0020026	7.2	26
tt0020030	7.0	1106
tt0020034	6.1	262
tt0020040	8.0	5
tt0020041	5.6	326
tt0020042	6.1	95
tt0020044	7.3	87
tt0020049	5.9	290
tt0020052	6.4	27
tt0020053	6.4	662
tt0020056	6.0	21
tt0020057	5.8	6
tt0020059	5.7	33
tt0020062	6.9	914
tt0020063	4.0	8
tt0020068	5.9	10
tt0020070	6.7	10
tt0020072	6.7	63
tt0020073	6.4	18
tt0020074	7.0	69
tt0020075	7.3	209
tt0020078	6.7	302
tt0020079	6.3	16
tt0020080	6.7	426
tt0020081	6.0	336
tt0020082	7.0	34
tt0020083	5.2	8
tt0020086	6.8	111
tt0020087	7.2	6
tt0020088	6.4	58
tt0020092	6.7	588
tt0020094	7.6	1468
tt0020099	7.0	95
tt0020101	6.7	6
tt0020103	6.0	413
tt0020105	6.7	10
tt0020107	6.8	8
tt0020108	5.9	14
tt0020109	5.7	96
tt0020112	7.1	1851
tt0020113	6.3	6
tt0020114	6.5	163
tt0020116	5.8	11
tt0020117	5.8	6
tt0020121	7.5	70
tt0020122	7.8	1110
tt0020124	6.9	35
tt0020126	6.0	406
tt0020128	4.9	14
tt0020134	7.0	37
tt0020135	5.8	38
tt0020136	7.3	21
tt0020138	7.3	11
tt0020140	7.2	27
tt0020142	6.2	2450
tt0020143	6.2	1139
tt0020144	5.5	382
tt0020146	6.3	58
tt0020152	6.4	86
tt0020158	6.9	182
tt0020159	7.2	14
tt0020161	7.3	1029
tt0020163	7.4	2560
tt0020164	5.4	275
tt0020165	7.1	67
tt0020166	5.8	144
tt0020167	6.2	410
tt0020168	5.8	400
tt0020171	5.3	6
tt0020175	6.5	16
tt0020177	6.5	49
tt0020179	6.8	90
tt0020180	7.1	16
tt0020182	6.9	107
tt0020187	4.9	7
tt0020189	4.5	33
tt0020190	6.9	9
tt0020193	7.3	237
tt0020197	6.8	175
tt0020198	6.1	549
tt0020202	6.6	13
tt0020203	6.3	12
tt0020205	6.4	24
tt0020206	4.6	12
tt0020209	7.7	19
tt0020210	5.2	525
tt0020211	6.0	20
tt0020213	5.8	8
tt0020214	3.4	10
tt0020217	5.8	134
tt0020218	5.9	66
tt0020219	5.1	73
tt0020220	6.3	10
tt0020221	8.2	6
tt0020223	6.5	638
tt0020227	6.5	55
tt0020228	6.8	138
tt0020230	7.4	708
tt0020232	7.3	313
tt0020234	5.7	38
tt0020237	4.4	46
tt0020238	5.9	239
tt0020239	6.4	19
tt0020241	5.0	8
tt0020246	6.2	362
tt0020247	6.1	570
tt0020248	5.2	29
tt0020253	6.9	308
tt0020255	6.2	36
tt0020256	7.0	9
tt0020258	6.6	86
tt0020263	6.9	33
tt0020264	7.2	1314
tt0020267	5.4	90
tt0020269	7.1	1266
tt0020272	4.1	10
tt0020276	5.8	313
tt0020278	6.7	90
tt0020281	5.6	16
tt0020285	4.0	17
tt0020286	6.5	676
tt0020288	6.0	10
tt0020291	6.4	8
tt0020293	6.8	174
tt0020297	7.0	6
tt0020298	7.2	3012
tt0020305	5.4	339
tt0020306	6.1	11
tt0020307	6.9	96
tt0020308	5.8	6
tt0020312	6.2	6
tt0020320	6.8	152
tt0020321	7.2	1459
tt0020323	7.0	18
tt0020324	4.9	26
tt0020325	6.8	24
tt0020329	5.6	11
tt0020332	6.1	681
tt0020334	5.0	20
tt0020335	7.2	512
tt0020336	6.0	197
tt0020337	7.2	8
tt0020341	7.3	43
tt0020342	6.7	44
tt0020344	6.9	101
tt0020345	7.2	5
tt0020349	5.1	27
tt0020350	7.7	6
tt0020352	6.7	7
tt0020353	6.6	91
tt0020354	7.1	15
tt0020356	5.9	18
tt0020357	7.2	20
tt0020358	6.1	296
tt0020359	5.6	152
tt0020364	6.1	180
tt0020366	5.6	73
tt0020370	7.4	9
tt0020371	6.5	91
tt0020379	5.0	8
tt0020380	4.7	9
tt0020387	7.4	25
tt0020388	6.1	251
tt0020389	6.9	79
tt0020392	6.2	109
tt0020395	4.1	7
tt0020396	7.1	52
tt0020399	5.0	27
tt0020400	6.8	18
tt0020402	6.1	240
tt0020403	5.9	326
tt0020404	5.7	73
tt0020405	6.9	174
tt0020406	8.2	5
tt0020408	5.6	11
tt0020409	7.3	28
tt0020410	6.7	463
tt0020413	3.7	12
tt0020414	7.7	3956
tt0020415	7.2	10
tt0020419	6.3	108
tt0020421	3.5	17
tt0020423	7.1	12
tt0020424	7.0	16
tt0020425	5.5	177
tt0020426	4.2	5
tt0020427	7.0	86
tt0020430	4.4	14
tt0020431	5.0	139
tt0020432	6.3	69
tt0020434	5.7	10
tt0020436	5.5	20
tt0020438	5.3	34
tt0020439	6.1	599
tt0020442	7.0	1712
tt0020443	5.8	6
tt0020444	6.8	44
tt0020445	6.4	368
tt0020446	4.8	294
tt0020447	6.5	279
tt0020449	2.8	12
tt0020450	7.2	29
tt0020451	7.2	1188
tt0020452	7.3	6
tt0020456	6.9	29
tt0020458	6.1	335
tt0020459	4.6	33
tt0020460	8.0	6
tt0020461	5.6	106
tt0020462	7.1	12
tt0020465	5.1	9
tt0020466	6.5	347
tt0020469	6.7	58
tt0020470	7.2	51
tt0020471	7.3	35
tt0020475	7.9	3883
tt0020476	4.6	28
tt0020479	6.3	490
tt0020480	5.6	129
tt0020481	6.1	88
tt0020483	5.3	12
tt0020484	5.6	300
tt0020485	6.7	29
tt0020487	6.9	610
tt0020488	5.9	498
tt0020489	7.3	878
tt0020490	5.8	137
tt0020492	5.8	447
tt0020494	6.7	10
tt0020496	6.7	7
tt0020497	6.9	17
tt0020498	6.8	12
tt0020499	6.6	484
tt0020500	5.5	33
tt0020502	6.4	166
tt0020503	7.1	8
tt0020509	6.2	435
tt0020510	6.6	248
tt0020513	6.9	44
tt0020514	6.6	1202
tt0020515	6.0	6
tt0020516	6.1	100
tt0020519	4.9	8
tt0020523	7.1	320
tt0020526	6.2	13
tt0020530	7.7	43846
tt0020531	7.1	993
tt0020532	6.4	11
tt0020534	5.8	191
tt0020535	7.3	7
tt0020538	5.1	430
tt0020539	5.3	10
tt0020542	5.3	193
tt0020543	6.0	301
tt0020546	7.2	9
tt0020547	6.9	109
tt0020549	5.0	43
tt0020550	3.9	16
tt0020552	6.6	8
tt0020556	6.8	632
tt0020560	5.8	60
tt0020563	6.4	455
tt0020564	6.3	13
tt0020566	6.2	227
tt0020567	8.0	7
tt0020568	7.2	12
tt0020570	7.2	847
tt0020572	6.0	660
tt0020577	6.7	10
tt0020580	5.9	332
tt0020581	6.7	452
tt0020584	6.8	10
tt0020585	7.3	343
tt0020586	5.9	10
tt0020589	6.6	547
tt0020590	6.4	396
tt0020591	5.9	352
tt0020594	7.0	270
tt0020595	6.8	48
tt0020596	6.5	31
tt0020599	5.9	31
tt0020602	6.7	84
tt0020603	6.5	16
tt0020604	5.4	54
tt0020607	7.1	798
tt0020608	7.2	210
tt0020613	6.4	234
tt0020616	6.4	16
tt0020617	8.3	7
tt0020619	6.9	19
tt0020620	5.7	1258
tt0020621	6.9	87
tt0020626	2.7	6
tt0020628	6.3	77
tt0020629	8.0	55138
tt0020630	6.4	30
tt0020634	5.5	11
tt0020635	5.9	66
tt0020638	5.1	15
tt0020640	7.6	12697
tt0020641	6.7	2648
tt0020642	7.0	741
tt0020643	7.4	1895
tt0020645	6.9	85
tt0020646	4.4	62
tt0020647	5.6	242
tt0020648	6.7	7
