tconst	averageRating	numVotes
tt0061042	7.8	2651
tt0061043	5.5	49
tt0061044	6.7	145
tt0061045	5.3	100
tt0061046	6.8	105
tt0061047	5.8	109
tt0061049	6.2	247
tt0061050	6.5	85
tt0061051	6.1	92
tt0061052	5.5	375
tt0061054	7.1	13
tt0061055	7.4	420
tt0061056	7.1	136
tt0061057	6.0	307
tt0061058	6.2	5
tt0061059	7.2	751
tt0061060	4.7	129
tt0061061	7.0	5
tt0061062	6.4	21
tt0061065	8.0	6595
tt0061067	6.2	425
tt0061068	6.1	103
tt0061069	7.5	729
tt0061070	5.9	144
tt0061071	5.2	107
tt0061072	7.9	674
tt0061073	7.7	1000
tt0061074	6.6	1495
tt0061075	6.7	3912
tt0061076	5.9	259
tt0061077	7.0	145
tt0061078	6.7	10
tt0061080	6.4	1289
tt0061081	5.9	627
tt0061084	7.4	169
tt0061085	5.8	541
tt0061086	6.2	45
tt0061087	6.6	762
tt0061089	7.1	4838
tt0061090	6.3	68
tt0061092	7.1	66
tt0061093	6.0	862
tt0061094	6.5	1920
tt0061095	4.4	147
tt0061096	7.4	40
tt0061097	6.2	480
tt0061098	6.1	423
tt0061099	5.6	32
tt0061101	7.2	6951
tt0061103	5.8	101
tt0061105	6.3	76
tt0061106	3.0	9
tt0061107	6.7	23243
tt0061108	3.9	8
tt0061109	6.8	39
tt0061111	7.8	28
tt0061112	5.0	48
tt0061113	7.1	1384
tt0061114	4.5	284
tt0061115	7.3	1707
tt0061116	6.9	67
tt0061117	6.2	78
tt0061118	6.0	75
tt0061119	6.8	13
tt0061120	6.9	17
tt0061121	7.2	339
tt0061122	7.4	4136
tt0061123	5.5	152
tt0061124	6.0	290
tt0061125	5.1	37
tt0061126	8.1	19
tt0061130	3.8	9
tt0061131	4.2	11
tt0061132	7.3	3921
tt0061133	6.0	91
tt0061135	6.7	3217
tt0061136	7.0	169
tt0061137	5.5	77
tt0061138	7.6	8997
tt0061139	7.4	62
tt0061140	4.9	833
tt0061141	4.2	49
tt0061142	6.6	48
tt0061143	8.8	33
tt0061144	5.9	166
tt0061146	7.1	112
tt0061147	7.1	55
tt0061148	5.8	47
tt0061149	6.7	340
tt0061150	6.7	18
tt0061151	6.7	25
tt0061152	5.3	163
tt0061153	6.0	12
tt0061157	7.1	257
tt0061158	6.3	126
tt0061160	5.2	18
tt0061162	8.1	938
tt0061163	8.0	5
tt0061164	6.7	104
tt0061165	6.7	87
tt0061167	7.2	140
tt0061168	7.1	19
tt0061169	5.5	228
tt0061170	6.7	3614
tt0061173	5.4	906
tt0061174	7.3	21
tt0061175	6.0	77
tt0061176	6.8	1625
tt0061177	5.9	8828
tt0061178	8.0	25
tt0061179	5.5	54
tt0061180	7.1	984
tt0061181	6.4	413
tt0061182	5.4	8
tt0061183	5.2	11
tt0061184	8.0	66301
tt0061185	8.9	14
tt0061186	6.5	40
tt0061188	8.7	6
tt0061189	5.7	2439
tt0061191	1.9	4184
tt0061192	6.7	36
tt0061194	5.7	39
tt0061196	7.7	1520
tt0061197	5.7	1234
tt0061198	5.3	979
tt0061199	8.0	3556
tt0061201	8.2	12
tt0061202	8.7	14
tt0061203	2.3	920
tt0061204	6.8	3054
tt0061205	6.0	24
tt0061206	6.5	50
tt0061207	6.7	121
tt0061208	6.6	226
tt0061209	6.1	1372
tt0061210	7.2	41
tt0061211	7.2	13
tt0061212	5.4	44
tt0061213	6.6	9
tt0061214	5.6	5
tt0061215	6.2	21
tt0061216	7.0	21
tt0061217	3.2	811
tt0061218	4.6	18
tt0061219	5.7	38
tt0061220	6.3	126
tt0061222	4.9	32
tt0061223	7.4	13
tt0061224	3.6	119
tt0061227	7.1	14
tt0061228	8.3	23
tt0061229	7.3	25
tt0061230	7.0	63
tt0061232	7.8	43
tt0061233	7.7	460
tt0061234	7.0	134
tt0061235	6.0	10
tt0061236	5.0	11
tt0061237	6.8	790
tt0061238	8.3	555
tt0061239	6.9	115
tt0061240	8.8	4417
tt0061241	7.3	331
tt0061242	8.3	127
tt0061243	7.0	38
tt0061244	7.2	84
tt0061245	7.1	71
tt0061246	6.5	84
tt0061247	7.3	392
tt0061248	7.6	2106
tt0061249	6.7	27
tt0061250	6.7	1034
tt0061251	8.8	31
tt0061252	6.4	1952
tt0061253	8.5	876
tt0061254	7.8	264
tt0061255	6.5	531
tt0061256	6.8	901
tt0061257	6.8	131
tt0061258	7.3	91
tt0061259	7.6	342
tt0061260	6.5	13
tt0061261	7.8	213
tt0061262	7.5	840
tt0061263	7.7	1561
tt0061264	7.3	145
tt0061265	8.1	2317
tt0061266	6.9	2872
tt0061267	6.2	46
tt0061268	7.5	114
tt0061269	8.1	53
tt0061270	7.5	88
tt0061271	7.9	169
tt0061272	7.0	64
tt0061273	8.8	41
tt0061274	8.8	39
tt0061275	7.7	51
tt0061276	7.8	12
tt0061277	7.3	2440
tt0061278	8.1	71
tt0061279	7.8	29
tt0061280	7.5	469
tt0061281	6.9	170
tt0061282	7.5	226
tt0061283	7.0	21
tt0061284	7.1	40
tt0061286	5.2	12
tt0061287	8.4	11840
tt0061288	7.1	61
tt0061289	8.1	798
tt0061290	9.0	9
tt0061291	5.0	7
tt0061292	8.0	416
tt0061293	7.7	143
tt0061294	6.4	434
tt0061295	8.9	30
tt0061296	7.8	1170
tt0061297	4.1	9
tt0061299	7.4	135
tt0061300	7.1	2328
tt0061301	7.4	3003
tt0061302	7.1	16
tt0061303	6.0	27
tt0061305	8.6	68
tt0061306	7.3	295
tt0061308	7.2	9
tt0061309	7.2	5
tt0061311	7.1	11
tt0061312	6.1	8
tt0061313	6.3	421
tt0061314	5.6	38
tt0061315	6.2	82
tt0061316	6.3	11
tt0061318	5.1	122
tt0061320	7.1	1108
tt0061321	5.8	5
tt0061322	6.9	11
tt0061323	6.5	6
tt0061324	5.0	210
tt0061325	6.4	14
tt0061326	7.6	8
tt0061328	6.9	3088
tt0061329	3.6	207
tt0061332	5.9	298
tt0061333	6.6	657
tt0061334	5.5	181
tt0061336	5.4	26
tt0061337	4.3	22
tt0061338	5.5	24
tt0061339	5.7	137
tt0061340	4.5	20
tt0061341	9.1	7
tt0061342	5.6	31
tt0061343	7.4	1841
tt0061344	7.6	8
tt0061345	6.0	207
tt0061346	7.4	31
tt0061347	8.7	19
tt0061348	6.3	7
tt0061349	7.6	28
tt0061350	6.5	131
tt0061351	6.5	68
tt0061352	4.9	10
tt0061353	5.7	9
tt0061354	6.6	50
tt0061355	7.0	15
tt0061356	6.3	61
tt0061357	6.5	1239
tt0061358	7.1	52
tt0061359	7.1	822
tt0061362	4.8	126
tt0061364	4.5	8
tt0061365	5.6	84
tt0061366	6.2	87
tt0061367	6.2	88
tt0061368	4.3	22
tt0061369	6.6	9143
tt0061370	7.3	50
tt0061371	8.9	27
tt0061372	5.4	96
tt0061374	6.4	94
tt0061375	4.6	16
tt0061376	7.2	2693
tt0061377	6.3	402
tt0061378	7.5	71
tt0061380	5.8	783
tt0061381	6.2	115
tt0061382	5.5	39
tt0061383	5.9	210
tt0061384	5.7	64
tt0061385	7.0	15512
tt0061386	6.8	88
tt0061387	4.7	593
tt0061389	6.3	1201
tt0061390	7.5	472
tt0061391	6.9	8007
tt0061393	7.1	78
tt0061394	5.9	652
tt0061395	7.7	37565
tt0061396	7.2	20
tt0061397	6.0	121
tt0061398	5.3	1702
tt0061399	6.4	34
tt0061401	5.6	924
tt0061402	7.0	5525
tt0061403	6.7	85
tt0061404	5.1	212
tt0061405	6.0	4503
tt0061406	5.6	7
tt0061407	7.2	6964
tt0061408	4.4	241
tt0061409	6.1	582
tt0061410	5.3	85
tt0061411	5.1	1194
tt0061412	3.5	908
tt0061414	5.6	633
tt0061415	7.2	28
tt0061416	6.3	40
tt0061417	6.0	52
tt0061418	7.8	97868
tt0061419	7.9	160
tt0061420	6.0	2038
tt0061421	6.1	219
tt0061422	6.7	18
tt0061423	9.2	11
tt0061424	6.1	107
tt0061426	5.1	32
tt0061427	5.0	5
tt0061428	7.6	313
tt0061429	7.1	3720
tt0061431	5.6	271
tt0061432	4.1	451
tt0061433	6.2	1097
tt0061434	5.2	63
tt0061435	4.7	15
tt0061436	6.4	46
tt0061437	8.1	19
tt0061438	4.0	27
tt0061439	6.6	5665
tt0061442	6.4	5
tt0061443	5.6	42
tt0061444	6.4	296
tt0061445	4.3	355
tt0061446	5.3	15
tt0061447	5.6	1168
tt0061448	5.4	157
tt0061449	4.8	57
tt0061450	6.5	3173
tt0061451	4.9	357
tt0061452	5.2	25877
tt0061453	5.2	383
tt0061454	4.9	38
tt0061455	6.5	304
tt0061456	2.1	1762
tt0061458	5.9	217
tt0061459	4.8	30
tt0061460	8.6	10
tt0061461	8.7	21
tt0061463	4.9	21
tt0061465	6.0	1133
tt0061467	6.8	32
tt0061468	6.4	41
tt0061469	4.7	58
tt0061470	5.9	80
tt0061471	7.2	20
tt0061473	7.2	5514
tt0061474	7.2	659
tt0061476	7.0	42
tt0061477	6.3	756
tt0061478	6.9	15
tt0061479	3.0	9
tt0061481	5.5	18
tt0061482	6.8	9
tt0061483	6.9	299
tt0061484	7.3	49
tt0061486	5.5	22
tt0061487	5.6	52
tt0061489	5.6	2263
tt0061490	5.7	9
tt0061491	7.3	23
tt0061492	4.5	10
tt0061493	5.7	464
tt0061494	4.2	333
tt0061495	7.5	5630
tt0061496	7.9	3016
tt0061497	4.1	611
tt0061498	5.2	56
tt0061499	6.6	49
tt0061500	4.3	337
tt0061501	6.3	81
tt0061502	6.4	1721
tt0061504	4.9	599
tt0061505	7.8	29
tt0061506	7.3	18
tt0061508	6.4	116
tt0061510	6.1	85
tt0061511	5.4	57
tt0061512	8.1	154484
tt0061513	4.3	54
tt0061514	4.8	257
tt0061515	5.9	135
tt0061516	5.3	122
tt0061517	4.8	11
tt0061518	6.4	73
tt0061519	7.0	27
tt0061520	5.9	987
tt0061521	6.4	46
tt0061522	4.3	105
tt0061523	6.1	5104
tt0061524	6.4	931
tt0061525	6.1	220
tt0061528	6.6	42
tt0061529	3.4	300
tt0061530	7.8	56
tt0061532	5.9	39
tt0061534	7.7	71
tt0061535	5.8	42
tt0061536	6.9	556
tt0061537	7.6	3027
tt0061539	5.6	43
tt0061540	5.0	49
tt0061541	6.0	167
tt0061542	5.7	25
tt0061543	6.2	19
tt0061546	7.0	6
tt0061547	6.6	155
tt0061548	6.2	111
tt0061549	3.8	1322
tt0061550	4.2	1253
tt0061551	6.1	62
tt0061552	7.4	403
tt0061553	5.4	506
tt0061554	6.7	6
tt0061555	7.3	15
tt0061556	6.8	2787
tt0061557	3.9	1656
tt0061559	5.5	33
tt0061561	4.9	186
tt0061562	6.5	19
tt0061563	6.6	266
tt0061565	5.0	336
tt0061566	6.2	59
tt0061567	4.9	22
tt0061568	6.2	915
tt0061570	6.2	43
tt0061571	5.7	46
tt0061572	5.1	94
tt0061573	5.2	50
tt0061574	5.6	124
tt0061575	6.2	132
tt0061576	6.4	3752
tt0061577	5.8	85
tt0061578	7.8	64018
tt0061579	7.3	72
tt0061580	6.7	40
tt0061581	6.3	1389
tt0061582	6.1	318
tt0061583	6.2	12
tt0061584	6.2	8124
tt0061585	5.7	377
tt0061586	5.9	76
tt0061587	6.4	3345
tt0061588	6.0	9
tt0061589	8.0	7945
tt0061590	6.1	1245
tt0061591	4.8	523
tt0061592	2.4	916
tt0061593	5.7	96
tt0061594	5.9	857
tt0061595	5.3	1213
tt0061596	4.3	41
tt0061597	7.4	2620
tt0061598	6.4	63
tt0061599	5.2	151
tt0061600	5.1	76
tt0061601	8.3	19
tt0061602	8.6	21
tt0061604	6.3	11
tt0061605	6.7	629
tt0061606	6.9	27
tt0061608	6.3	30
tt0061609	7.4	7
tt0061610	5.3	1269
tt0061611	7.0	108
tt0061612	6.5	24
tt0061613	7.4	4728
tt0061614	3.5	6
tt0061616	6.2	37
tt0061617	5.7	445
tt0061619	7.6	22775
tt0061620	7.3	2484
tt0061621	5.8	108
tt0061622	7.4	67
tt0061623	6.3	17
tt0061625	5.3	53
tt0061626	6.4	437
tt0061627	7.2	245
tt0061628	4.1	16
tt0061629	6.2	13
tt0061630	4.9	21
tt0061631	6.3	10
tt0061633	7.8	1012
tt0061634	6.1	2027
tt0061635	7.2	88
tt0061636	7.2	2461
tt0061637	8.2	13
tt0061638	9.8	21
tt0061641	7.0	46
tt0061643	7.0	4730
tt0061645	3.1	9
tt0061646	5.8	178
tt0061647	6.3	2143
tt0061648	7.2	4984
tt0061650	6.4	91
tt0061652	4.3	361
tt0061653	5.8	1277
tt0061654	4.0	210
tt0061655	7.2	28266
tt0061656	4.8	152
tt0061658	7.6	411
tt0061660	6.7	20
tt0061662	6.0	404
tt0061663	5.4	110
tt0061664	5.3	113
tt0061665	7.5	6
tt0061667	5.8	263
tt0061668	6.6	142
tt0061669	6.7	1190
tt0061670	5.0	321
tt0061671	1.7	1688
tt0061673	6.0	20
tt0061675	6.9	167
tt0061676	5.3	88
tt0061677	7.8	21
tt0061678	6.9	1965
tt0061679	9.0	17
tt0061680	6.1	2013
tt0061682	8.1	11
tt0061683	6.6	4059
tt0061684	6.6	34
tt0061685	6.8	18
tt0061687	4.6	506
tt0061688	5.4	37
tt0061689	9.4	16
tt0061690	8.6	23
tt0061692	7.6	62
tt0061693	5.1	301
tt0061694	7.0	8
tt0061695	4.9	1619
tt0061696	6.6	1036
tt0061697	6.6	36
tt0061698	5.5	54
tt0061699	6.3	60
tt0061700	6.6	34
tt0061701	5.5	59
tt0061703	6.1	148
tt0061706	6.9	166
tt0061707	7.5	32
tt0061708	6.7	15
tt0061709	7.1	3735
tt0061710	5.7	119
tt0061712	5.3	55
tt0061714	5.2	404
tt0061715	6.6	1874
tt0061716	6.1	87
tt0061719	5.6	469
tt0061720	4.6	498
tt0061721	8.4	17
tt0061722	8.0	245004
tt0061724	6.8	19
tt0061725	6.0	7
tt0061726	6.1	136
tt0061727	7.1	20
tt0061728	6.8	4717
tt0061729	5.4	136
tt0061730	6.1	11
tt0061732	3.2	45
tt0061733	5.0	855
tt0061734	4.6	7
tt0061735	7.8	36843
tt0061736	6.7	2325
tt0061737	5.9	302
tt0061738	5.6	340
tt0061739	6.4	336
tt0061741	7.9	800
tt0061742	6.5	575
tt0061743	5.8	6
tt0061744	7.2	315
tt0061745	7.1	130
tt0061746	7.6	35
tt0061747	7.0	33218
tt0061748	5.3	648
tt0061749	6.9	1689
tt0061750	7.8	14
tt0061751	7.4	52
tt0061752	7.5	1189
tt0061753	8.0	45
tt0061754	7.4	698
tt0061755	6.9	135
tt0061756	6.0	259
tt0061757	3.8	114
tt0061758	5.2	2034
tt0061759	1.9	1514
tt0061761	6.8	330
tt0061762	4.5	159
tt0061763	6.7	7
tt0061765	2.6	978
tt0061766	6.8	657
tt0061767	6.0	5
tt0061769	3.4	5
tt0061770	7.4	10630
tt0061771	8.2	9
tt0061772	5.0	5
tt0061773	6.2	289
tt0061774	6.7	10
tt0061775	6.5	74
tt0061776	5.7	45
tt0061778	6.2	43
tt0061779	5.5	160
tt0061780	6.9	1994
tt0061781	7.5	8638
tt0061782	5.3	143
tt0061783	5.4	175
tt0061784	5.3	855
tt0061785	4.1	167
tt0061786	6.6	1122
tt0061787	6.7	3277
tt0061788	7.3	187
tt0061789	5.7	2123
tt0061791	7.2	4030
tt0061792	5.3	19
tt0061793	6.3	341
tt0061794	6.9	249
tt0061795	6.3	419
tt0061796	5.8	951
tt0061798	5.2	19
tt0061799	5.5	25
tt0061800	5.2	124
tt0061801	6.2	885
tt0061802	7.5	791
tt0061803	6.6	31
tt0061804	7.7	66
tt0061805	6.1	342
tt0061806	4.8	200
tt0061807	6.4	5
tt0061808	6.7	139
tt0061809	7.9	22768
tt0061810	6.2	4931
tt0061811	8.0	63515
tt0061812	6.6	121
tt0061814	7.7	2905
tt0061815	7.1	77
tt0061819	6.6	1208
tt0061821	4.8	6
tt0061822	7.1	50
tt0061823	7.4	245
tt0061824	4.0	118
tt0061826	5.6	937
tt0061827	4.8	278
tt0061828	6.1	116
tt0061829	5.9	78
tt0061830	7.0	243
tt0061831	5.1	230
tt0061832	5.2	243
tt0061833	5.7	240
tt0061834	6.1	3372
tt0061835	6.3	16
tt0061836	6.7	25
tt0061837	4.4	22
tt0061838	5.7	59
tt0061839	5.2	25
tt0061840	5.9	167
tt0061841	6.4	210
tt0061842	8.0	1585
tt0061844	5.6	43
tt0061845	6.1	16
tt0061846	6.2	342
tt0061847	8.4	9809
tt0061849	6.2	9
tt0061850	3.8	609
tt0061851	7.1	215
tt0061852	7.6	158009
tt0061853	6.9	73
tt0061854	7.0	131
tt0061855	8.1	957
tt0061856	5.3	3551
tt0061857	10.0	6
tt0061858	5.1	497
tt0061859	5.9	22
tt0061860	8.7	7
tt0061861	6.1	28
tt0061863	6.7	33
tt0061864	6.1	89
tt0061865	5.9	192
tt0061866	6.7	49
tt0061867	5.8	145
tt0061868	5.6	2118
tt0061869	6.9	8
tt0061870	6.0	117
tt0061872	8.1	12
tt0061873	6.1	32
tt0061874	7.3	49
tt0061875	6.4	16
tt0061876	7.5	1303
tt0061877	5.7	79
tt0061878	5.7	102
tt0061879	6.7	503
tt0061880	5.8	8
tt0061881	6.9	228
tt0061882	7.4	7367
tt0061883	7.4	645
tt0061884	6.5	183
tt0061886	7.0	17
tt0061887	3.8	20
tt0061889	5.8	17
tt0061891	7.6	173
tt0061892	4.8	123
tt0061893	6.1	876
tt0061894	5.2	203
tt0061895	5.7	19
tt0061897	6.4	38
tt0061898	6.5	39
tt0061899	6.2	40
tt0061900	6.3	41
tt0061902	7.4	5
tt0061904	8.3	51
tt0061905	6.2	735
tt0061906	6.7	224
tt0061907	7.1	36
tt0061908	6.6	19
tt0061909	6.9	21
tt0061911	5.8	26
tt0061912	7.4	1424
tt0061913	7.4	577
tt0061914	7.6	215
tt0061915	7.6	8
tt0061916	5.9	503
tt0061917	6.8	160
tt0061918	8.9	8
tt0061919	6.8	21
tt0061922	4.5	186
tt0061923	6.4	44
tt0061925	6.8	76
tt0061926	4.9	7
tt0061927	5.5	444
tt0061930	6.4	9
tt0061931	6.7	2606
tt0061932	5.8	13
tt0061933	6.2	131
tt0061934	6.7	204
tt0061936	3.2	50
tt0061937	6.2	6468
tt0061938	5.2	309
tt0061940	8.1	36
tt0061942	6.2	29
tt0061943	6.7	7
tt0061944	8.9	8
tt0061945	5.8	117
tt0061946	5.5	63
tt0061948	6.4	52
tt0061951	8.1	14
tt0061952	5.7	101
tt0061954	6.1	95
tt0061955	7.3	7905
tt0061956	4.9	166
tt0061957	7.2	817
tt0061958	5.3	14
tt0061959	7.3	32
tt0061960	6.5	142
tt0061962	4.1	254
tt0061963	7.4	38
tt0061964	6.5	21
tt0061966	4.7	57
tt0061967	8.8	13
tt0061971	7.8	786
tt0061972	5.8	279
tt0061973	7.0	65
tt0061974	6.9	138
tt0061976	3.5	781
tt0061977	6.9	126
tt0061978	5.9	258
tt0061980	5.0	97
tt0061981	5.4	166
tt0061982	3.2	149
tt0061983	5.0	48
tt0061984	7.7	11
tt0061985	5.5	35
tt0061986	6.3	19
tt0061987	7.7	86
tt0061988	6.1	138
tt0061989	5.9	417
tt0061990	8.2	59
tt0061992	6.4	124
tt0061993	7.1	70
tt0061994	6.0	1047
tt0061995	5.8	137
tt0061996	7.9	9378
tt0061997	6.4	284
tt0061998	6.1	35
tt0062000	6.9	30
tt0062001	3.9	15
tt0062003	5.5	12
tt0062004	6.1	45
tt0062005	5.6	5
tt0062006	5.5	1655
tt0062008	4.3	66
tt0062009	6.8	615
tt0062010	5.8	85
tt0062011	4.8	68
tt0062012	6.0	238
tt0062015	7.4	66
tt0062016	5.9	249
tt0062020	5.4	49
tt0062021	4.0	6
tt0062022	6.2	599
tt0062023	6.0	53
tt0062024	5.7	111
tt0062025	7.2	11
tt0062026	6.9	195
tt0062029	6.0	395
tt0062030	6.6	48
tt0062031	7.8	5
tt0062032	5.4	915
tt0062033	5.6	67
tt0062035	2.5	624
tt0062036	2.6	704
tt0062037	5.7	1514
tt0062038	7.3	6770
tt0062040	7.1	7
tt0062041	7.7	632
tt0062042	6.7	627
tt0062043	7.2	598
tt0062044	6.1	157
tt0062045	4.2	15
tt0062046	5.6	14
tt0062047	6.1	303
tt0062048	7.1	106
tt0062049	4.9	22
tt0062050	6.2	39
tt0062052	6.2	15
tt0062053	5.4	44
tt0062054	7.2	111
tt0062055	5.5	134
tt0062056	4.2	12
tt0062057	6.4	193
tt0062058	6.6	29
tt0062059	6.0	7
tt0062060	8.1	1580
tt0062061	6.2	275
tt0062062	9.5	6
tt0062063	7.3	91
tt0062064	6.0	29
tt0062065	6.1	118
tt0062067	4.9	228
tt0062069	7.3	1374
tt0062070	5.1	60
tt0062071	4.2	34
tt0062073	5.6	78
tt0062075	7.7	6
tt0062076	5.5	44
tt0062077	6.1	51
tt0062078	3.4	1122
tt0062079	6.9	58
tt0062080	7.1	1042
tt0062082	6.4	2185
tt0062083	7.5	5508
tt0062084	5.2	26
tt0062085	4.1	11
tt0062087	4.1	62
tt0062088	5.3	22
tt0062089	7.3	1555
tt0062090	7.5	54
tt0062091	5.6	14
tt0062092	6.7	1078
tt0062093	8.4	23
tt0062094	5.7	107
tt0062095	7.0	8
tt0062096	6.9	97
tt0062097	6.6	24
tt0062098	4.0	9
tt0062099	5.2	200
tt0062100	6.7	69
tt0062103	7.4	12
tt0062105	8.1	11
tt0062106	5.9	77
tt0062107	5.2	72
tt0062108	7.0	264
tt0062111	5.9	11
tt0062112	6.0	185
tt0062113	7.1	1101
tt0062114	6.7	205
tt0062115	4.9	19
tt0062117	5.9	243
tt0062118	4.5	35
tt0062119	5.6	10
tt0062120	6.6	3361
tt0062121	7.2	93
tt0062122	6.9	121
tt0062123	7.0	141
tt0062124	6.6	119
tt0062125	7.0	128
tt0062126	7.0	110
tt0062127	6.5	129
tt0062129	5.6	101
tt0062130	5.7	120
tt0062131	7.6	89
tt0062132	4.2	134
tt0062133	6.8	1097
tt0062135	5.3	7
tt0062136	7.9	17696
tt0062137	5.5	361
tt0062138	7.4	17365
tt0062139	6.4	29
tt0062140	4.8	25
tt0062141	6.8	1206
tt0062142	6.3	9
tt0062143	3.6	10
tt0062144	7.2	853
tt0062146	5.6	8
tt0062147	6.4	8
tt0062149	7.3	140
tt0062150	4.6	970
tt0062151	6.5	2206
tt0062153	6.9	2918
tt0062154	7.2	25
tt0062155	6.9	1013
tt0062157	5.7	233
tt0062159	3.5	839
tt0062160	5.0	6
tt0062162	6.1	253
tt0062163	4.4	31
tt0062164	7.9	2366
tt0062165	6.5	373
tt0062166	5.5	111
tt0062167	7.8	22
tt0062168	7.0	8880
tt0062169	6.3	40
tt0062171	5.4	13
tt0062173	6.1	20
tt0062174	6.0	188
tt0062175	5.7	12
tt0062177	7.4	789
tt0062178	6.2	74
tt0062179	4.8	226
tt0062180	7.6	15
tt0062181	6.6	283
tt0062182	5.4	87
tt0062183	7.7	74
tt0062184	6.5	18
tt0062185	6.8	5999
tt0062190	6.4	2010
tt0062192	6.7	32
tt0062193	3.2	484
tt0062194	6.4	484
tt0062196	5.4	39
tt0062197	7.0	65
tt0062198	5.2	161
tt0062199	4.4	14
tt0062200	5.1	36
tt0062203	5.0	372
tt0062204	7.0	435
tt0062205	4.6	494
tt0062206	7.1	79
tt0062207	6.8	1034
tt0062208	4.7	28
tt0062209	6.1	282
tt0062210	6.0	82
tt0062211	5.6	86
tt0062212	7.3	285
tt0062216	6.7	59
tt0062217	5.5	55
tt0062218	6.4	1037
tt0062221	4.3	20
tt0062223	6.2	41
tt0062224	5.8	33
tt0062225	6.6	267
tt0062226	8.3	16
tt0062227	6.6	224
tt0062228	7.9	2940
tt0062229	8.1	41867
tt0062230	7.1	17
tt0062231	4.7	240
tt0062232	7.0	212
tt0062233	6.8	58
tt0062234	5.1	13
tt0062235	5.9	1247
tt0062236	7.5	92
tt0062237	4.7	12
tt0062238	7.5	6
tt0062239	6.6	56
tt0062240	6.9	330
tt0062241	5.4	64
tt0062242	5.9	145
tt0062244	6.9	281
tt0062245	7.5	397
tt0062246	6.1	17
tt0062247	6.2	48
tt0062249	6.4	66
tt0062250	5.5	10
tt0062251	5.7	88
tt0062253	5.2	87
tt0062254	7.5	40
tt0062255	5.2	61
tt0062256	6.2	19
tt0062257	4.8	73
tt0062258	6.2	13
tt0062259	3.2	617
tt0062260	7.3	89
tt0062261	6.0	34
tt0062262	6.6	4137
tt0062263	6.7	32
tt0062264	6.8	10
tt0062265	5.7	272
tt0062266	5.9	1534
tt0062267	5.9	15
tt0062268	5.3	19
tt0062269	3.9	20
tt0062270	7.6	9
tt0062271	7.6	1131
tt0062272	7.0	29
tt0062273	3.2	28
tt0062275	6.4	22
tt0062276	6.4	688
tt0062277	7.9	1841
tt0062278	7.2	39
tt0062279	6.0	500
tt0062281	6.2	353
tt0062282	6.4	58
tt0062283	8.7	17
tt0062284	8.0	8
tt0062285	7.1	163
tt0062286	6.9	8
tt0062287	5.8	24
tt0062288	5.3	634
tt0062289	6.1	68
tt0062290	5.0	249
tt0062291	6.0	73
tt0062292	6.3	1636
tt0062293	6.1	126
tt0062294	6.7	13
tt0062297	5.8	92
tt0062298	5.8	381
tt0062299	7.5	28
tt0062300	6.2	78
tt0062301	6.7	3446
tt0062302	6.9	14
tt0062304	8.0	99
tt0062305	5.4	43
tt0062306	5.8	171
tt0062307	7.7	295
tt0062308	5.4	11
tt0062309	6.3	350
tt0062310	7.3	2100
tt0062311	4.4	51
tt0062312	5.6	9
tt0062313	6.7	57
tt0062314	6.9	33
tt0062315	6.6	81
tt0062316	7.4	26
tt0062317	4.6	125
tt0062318	7.2	16
tt0062319	5.9	190
tt0062321	6.2	260
tt0062322	8.0	3455
tt0062323	7.5	1103
tt0062325	7.1	66
tt0062326	7.8	5
tt0062331	6.3	2213
tt0062332	6.3	16
tt0062333	7.9	7
tt0062334	5.8	158
tt0062335	6.0	6
tt0062336	6.1	18
tt0062337	7.5	11
tt0062338	7.4	99
tt0062341	5.6	324
tt0062342	6.6	27
tt0062343	5.4	11
tt0062345	4.7	479
tt0062346	5.8	39
tt0062347	6.1	101
tt0062350	6.1	209
tt0062351	6.3	7
tt0062352	7.5	2386
tt0062353	7.0	263
tt0062354	4.0	9
tt0062355	5.1	368
tt0062357	5.0	221
tt0062358	5.7	625
tt0062359	7.0	21
tt0062360	4.5	1302
tt0062361	5.9	7
tt0062362	6.9	5691
tt0062363	5.3	650
tt0062364	6.0	61
tt0062365	5.4	215
tt0062366	6.3	182
tt0062367	7.2	38
tt0062368	6.8	14
tt0062369	5.9	252
tt0062370	6.4	294
tt0062371	6.1	9
tt0062372	7.4	136
tt0062373	5.3	720
tt0062374	7.7	3770
tt0062376	7.7	14862
tt0062377	6.4	2687
tt0062378	4.8	17
tt0062379	7.3	261
tt0062380	6.6	2167
tt0062381	7.9	11
tt0062382	6.5	26
tt0062384	6.2	2253
tt0062385	5.4	250
tt0062386	6.3	40
tt0062387	6.5	10
tt0062388	5.8	21
tt0062389	5.7	65
tt0062390	8.7	6
tt0062391	6.0	203
tt0062392	7.6	83
tt0062393	7.8	839
tt0062394	8.7	15
tt0062395	6.1	4163
tt0062397	6.8	40
tt0062398	6.2	8
tt0062399	7.0	44
tt0062400	7.4	22
tt0062401	4.8	42
tt0062402	7.3	48
tt0062403	6.3	69
tt0062404	5.7	23
tt0062405	4.8	29
tt0062407	7.5	11457
tt0062408	6.8	70
tt0062409	3.9	15
tt0062410	5.0	9
tt0062411	5.0	1051
tt0062412	7.5	504
tt0062413	6.1	260
tt0062414	6.6	761
tt0062415	8.4	15
tt0062416	7.0	479
tt0062417	6.5	11
tt0062418	6.0	28
tt0062420	4.7	12
tt0062421	6.4	17
tt0062422	5.4	27
